Number Of Threads,Without Connectivity,With Connectivity
88,0.0661160945892334,0.09178400039672852
66,0.06680917739868164,0.09015798568725586
44,0.06716108322143555,0.09569501876831055
32,0.07299113273620605,0.09788680076599121
24,0.0897209644317627,0.11749792098999023
16,0.12448287010192871,0.1539781093597412
8,0.21054816246032715,0.2489480972290039
4,0.3804190158843994,0.42665696144104004
2,0.6848969459533691,0.7817211151123047
1,1.3486659526824951,1.493839979171753
