Number Of Threads,Without Connectivity,With Connectivity
88,0.06520390510559082,0.08576107025146484
66,0.06489109992980957,0.08905816078186035
44,0.06633400917053223,0.09329795837402344
32,0.07103204727172852,0.09598612785339355
24,0.08750009536743164,0.11587691307067871
16,0.12276792526245117,0.15048503875732422
8,0.20831608772277832,0.2442460060119629
4,0.3742949962615967,0.4254631996154785
2,0.6992671489715576,0.791795015335083
1,1.339951992034912,1.4910788536071777
