Number Of Threads,Without Connectivity,With Connectivity
88,0.06645703315734863,0.08789396286010742
66,0.06551790237426758,0.0895838737487793
44,0.06707191467285156,0.09358000755310059
32,0.07541394233703613,0.09592390060424805
24,0.08904886245727539,0.11542701721191406
16,0.12406611442565918,0.15280985832214355
8,0.20917105674743652,0.2436690330505371
4,0.37650084495544434,0.42530083656311035
2,0.6983170509338379,0.7792580127716064
1,1.3339920043945312,1.4890508651733398
