Number Of Threads,Without Connectivity,With Connectivity
88,0.07814216613769531,0.10437488555908203
66,0.0748128890991211,0.10324311256408691
44,0.0809030532836914,0.11614799499511719
32,0.07583379745483398,0.10163593292236328
24,0.08920812606811523,0.11686587333679199
16,0.12098193168640137,0.15082597732543945
8,0.19859099388122559,0.23819804191589355
4,0.3561379909515381,0.415416955947876
2,0.6947200298309326,0.762584924697876
1,1.3379449844360352,1.4729979038238525
